id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href,log_gia,Thương hiệu_encoded,Dòng xe_encoded,Loại xe_encoded,Dung tích xe_encoded,Xuất xứ_encoded,cluster,kmeans_cluster,gmm_cluster,agg_cluster,sil_value,pca1,pca2
32,"SH150i 2022 ABS, CHÍNH CHỦ CẦN BÁN",87.0,74.57,87.54,"Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh","🏍️ BÁN XE SH 150i ABS – XE CHÍNH CHỦ ĐỎ ĐẸP NHƯ MỚI, BIỂN SỐ THÀNH PHỐ 🏍️
💰 Giá: 87.000.000đ 
📍 Xe tại: Vũng Tàu

📌 Thông tin xe:

Dòng xe: Honda SH 150i ABS

Màu: Đỏ đô sang trọng

Đăng ký: Tháng 11/2022

Odo: 9.500 km

Biển số thành phố

Tình trạng: Xe chính chủ, đi rất ít, giữ kỹ như mới, chưa từng ngập nước hay đâm đụng

Máy móc zin nguyên bản 100%

🛠️ Xe phù hợp cho anh/chị cần một chiếc tay ga cao cấp, đi êm – kiểu dáng sang trọng – giá hợp lý so với xe mới.",Honda,SH,2022.0,9500,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/124075459.htm,4.477336814478207,11,114,1,0,6,0,0,0,0,0.47143642076119174,1.7154731524082067,-0.6196403130143552
33,Cần bán xe Vespa Primaria 2019 iget,43.0,8.99,10.55,"Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","Xe nữ đi lại, máy còn mới, biển số sài gòn đẹp",Hãng khác,Dòng khác,2019.0,5000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/124255278.htm,3.784189633918261,13,39,1,0,3,0,0,0,0,0.7035166805958336,0.6875279964163217,-0.7070524039303265
34,Giao dịch tận nhà . Cần giấy tay thì thì manb giấy,3.2,3.11,3.66,"Phường Cầu Ông Lãnh, Quận 1, Tp Hồ Chí Minh",Xe cũ . Ko chạy đã lâu . Giấy tờ đầy đủ. Cần giấy tay thì mang giấy và viết,SYM,Attila,2009.0,10000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/124233989.htm,1.4350845252893227,23,10,1,0,2,2,2,0,0,0.721111600995199,-0.7856078855856199,-0.2170305037474905
35,"Xe nha ,ich su dung tinh trang xe hoan hao .",21.0,13.05,15.32,"Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","Xe piaggio ,tât ca ðêu hoat ðông rât tôt xe không thây phu tung tât ca chinh hang",Piaggio,Zip,2019.0,8000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/124134884.htm,3.091042453358316,20,165,1,0,6,0,0,0,0,0.747194340312594,0.26284380657809686,-0.8506933087597475
36,"Cần bán xe Sh 150i VN, thắng cbs màu đen nhám",70.0,65.71,77.13,"Phường Cầu Ông Lãnh, Quận 1, Tp Hồ Chí Minh","Xe nhà đi kỹ, có trầy theo năm tháng. Xe chính chủ ( ko phải cửa hàng mua bán hay trung gian)
Mẫu 2019, đăng ký t1.2020, chiếc cuối cùng ở Sg, xe màu đen nhám. Máy móc chưa bung. Xe vừa thay ngớt, dây coro, bình, nước mát.
Xem xe tại quận 7.
Ko bán cho Ac cửa hàng hay mô giới. Xe chính chủ đăng ký .",Honda,SH,2020.0,52000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/124102728.htm,4.2626798770413155,11,114,1,0,2,0,0,0,0,0.5842146248550578,1.1187013185051538,-0.4832323339051786
37,giấy tờ đầy đủ biển 70,10.8,16.31,19.14,"Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",Ngoại hình đẹp - Áo new tem 110 - Phuộc Nice - Cdn nhôm - Võ mới - Rổ Thái - Choá bọng full mới - Máy móc êm nhẹ full chức năng - giấy tờ đầy đủ biển 7”,Honda,Wave,2024.0,500,Đã sử dụng,Xe số,50 - 100 cc,Trung Quốc,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/124018696.htm,2.468099531471619,11,150,2,1,5,0,0,1,0,0.5321346018699508,0.898669250072456,-0.2708255776195638
38,R15.v3 Đen nhám,35.5,31.06,36.46,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","Tình hình là lên cc nên nhượng lại đam mê cho anh em chơi. Xe mình bảo dưỡng định kỳ 3 tháng lần, thay dầu 1.5k km/bình. Mới vào 1 số đồ chơi:
- Phuộc Nitro bình dầu
- Chống đổ sườn
- Pô lon SC (có gắn tiêu)
- Trợ lực fullpass CNC vàng
- Đèn bi cầu trợ sáng Kenzo
- Chắn bùn
- Giá đỡ điện thoại
- Gương cánh gió + xi-nhan (tặng thêm cặp kính zin)
- Túi đựng đồ + pat trên bình xăng.
Bắng này đồ chơi găn thêm cộng bảo dưỡng thường xuyên, nên anh em đừng ép giá nhé.",Yamaha,R,2019.0,20000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/124017485.htm,3.597312260588446,33,103,0,0,6,0,0,0,0,0.7283003974341755,0.4984445312436645,-0.7222027834608051
39,CHÍNH CHỦ BÁN XE CHÍNH HANG XE PHÁP,49.0,33.12,38.88,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh","- Hãng xe Pháp nổi tiếng hình Sư tử (PeuGeot)
- Xe đăng ký năm 2021 (2022 và 2023 dính Covid nên xe chạy rất ít) và Nữ chạy cẩn thânh nên còn rất mới, máy móc zin
- Thời gian sử dụng thực tế chưa tới 2 năm
- Giấy tờ Chính Chủ",Peugeot,Django,2021.0,1363,Đã sử dụng,Tay ga,50 - 100 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/122246811.htm,3.912023005428146,19,35,1,1,3,0,0,1,0,0.48092716408470615,1.4049689124963785,0.21855327675772743
40,Click Thái 125 Trắng 2015,64.999999,43.42,50.97,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh","Xe gốc Phú Nhuận, chủ chạy kỹ, ngoại hình đẹp tưng, máy móc chưa chỉnh sửa.
ODO 25k km, ko tua.
Máy móc, phanh nhớt đã được kiểm tra, vệ sinh, bảo dưỡng.

Bao công chứng, giấy tờ hợp lệ
—-
Liên hệ: a Nhựt (Nguyễn Cư Trinh)
SDT: ***",Honda,Click,2015.0,25000,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123981168.htm,4.1896547268749105,11,29,2,0,4,0,0,0,0,0.6304919648496571,0.7568282445869808,-0.2073967845390549
41,BÁN XE NHÀ,11.5,7.98,9.37,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","Do mới mua xe mới nên em cho ra đi bé này
-Lead 110 cuối 2012, đá chống tắt máy
-Ngoại hình đẹp lung linh 
-Máy móc bao êm 
-Chính chủ ký giấy
Xe em chạy hàng ngày nên anh chị em yên tâm, dư dùng em mới bán, nhà gần Chùa ko nói dóc😄

Anh chị em cần xe Ib hoặc alo *** (mua liền bớt lộc chút đỉnh)",Honda,Lead,2012.0,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123950899.htm,2.5257286443082556,11,76,1,0,6,2,2,0,0,0.7532215377669437,-0.5439052183540461,-0.28859452467188046
42,honda future 2022,23.0,24.04,28.22,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh","Xe mình đang đứng ủy quyền 
Date cao 2022 
Nhận giao lưu với xe ga cho vợ mình 
Xem xe tại quận 1 sau giờ hành Chánh",Honda,Dòng khác,2022.0,120000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123874874.htm,3.1780538303479458,11,39,2,0,6,0,0,0,0,0.6636862382816582,0.15743192171602308,-0.7912649261122515
43,Wave@ 2018,12.8,8.25,9.68,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh","Hàng về anh chị nào cần xe đi làm đi cày bừa hú em

- Wave@ 2018 , Bstp chính chủ
- Máy móc nguyên êm zin 

Dá : 12tr800 (Bớt lộc)
Call : ***",Honda,@,2018.0,1,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123864708.htm,2.624668592163159,11,4,2,0,6,0,0,0,0,0.7530384732599489,0.06283201880917504,-0.8511997632393045
44,xe nhà đi ko dùng nữa ai cần ib ạ,4.3,2.15,2.53,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",có trầy theo năm tháng .. máy móc êm . chạy thoải mái về quê bình thường,SYM,Attila,2004.0,40000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123826379.htm,1.667706820558076,23,10,1,0,7,2,2,0,0,0.6342492107703069,-1.2130412600245104,0.2385572532251501
45,Airblade 2020 62+2,45.0,29.93,35.13,"Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","Airblade 150 2020 62+2 cần bán :

Full máy 62+2 :

Dên lightspeed

Lòng redleo 62

Full Aracer Mini 5 + Af2 Sensor 4.9 Autotune cực nhạy

Pô zin móc

Lọc gió DNA

Nồi canh theo bài

Đầu zin làm lên

Cam BRT

Họng Gió BRT

Co gió Intake

Kim phun BRT

Pô arka g310

Mâm rcb sơn màu vàng cát

Bộ mạch tăng sáng, demi đổi màu, auto passing chỉnh trên app đt

Yên xe tấn tài

Cặp vỏ michelin gp mới thay

Máy móc hoạt động hoàn hảo do mới bảo trì

Bs tp dễ nhìn


Dá ra đi 4x , x có như không nếu nhiệt tình

Xe công chứng 1 nốt nhạc do ngay chủ đầu tiên

Ae có nhu cầu xin liên hệ",Honda,Air Blade,2020.0,80000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123810022.htm,3.828641396489095,11,8,1,0,6,0,0,0,0,0.6836029516862817,0.558158079540228,-0.5869627554428806
46,visino đỏ nâu đk 2019,22.5,21.1,24.77,"Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",Ban vision đỏ nâu dk lần đầu 2019 khóa Smartkey bs tphcm máy zin áo có trầy nhẹ ace nào thích alo mình để hổ trợ giá tốt e k nhận tn cam on ace da xem bai ak,Honda,Vision,2019.0,46000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123795174.htm,3.1570004211501135,11,146,1,0,6,0,0,0,0,0.7502816966711864,0.17069985827772535,-0.7484634413136347
47,Xe nhà dư cần bán ab 2009 fi,10.8,8.6,10.1,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh",Xe nhà dư cần bán xe ab 2009 fi phun xăng điện tử tiết kiệm xăng . Máy êm áo đẹp mua về chỉ sử dụng ko làm gì hết BSTP . GTĐĐ ko chính chủ bán bao tranh chấp tại nhà xem xe q1 bớt ít thôi nhé,Honda,Air Blade,2009.0,51000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123764138.htm,2.468099531471619,11,8,1,0,6,2,2,0,0,0.7193856054657165,-0.7721444793250072,-0.06570181953346041
48,Future LED 125 đk 11/2021 đen nhám bánh mâm BSTP,25.8,23.33,27.39,"Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","Đổi xe khác nên mình cần bán lại 1 xe máy Honda Future LED 125 đk 11/2021 đen nhám bánh mâm BSTP.

Xe dán keo nguyên con nên tháo keo là mới keng , xe chính chủ bà xã đứng tên và sử dụng chạy ít chủ yếu đi làm văn phòng hằng ngày, ODO đúng 15000 km, máy móc nguyên zin 
bảo trì bảo dưỡng thay nhớt định kỳ đầy đủ
Xe công chứng mua bán sang tên hay ủy quyền đều được

Giá bán : 25 triệu 800 ngàn - ( bác nào có ý định trả giá dưới 25 triệu xin vui lòng ko liên hệ để tránh mất thời gian 2 bên ạ , e xin cảm ơn )

Liên hệ - chủ xe Quyên : 0chin0chin444chin0hai

Xem xe tại : Nhà đinh tiên hoàng Q1",Honda,Future,2021.0,15000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123339927.htm,3.288401887516811,11,55,2,0,7,0,0,0,0,0.7208520170576498,0.4724785997960811,-0.9510162767591263
49,Bán Sh 300i 2017,140.0,55.2,64.8,"Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh","Sh 3 xị chưa bao giờ rẻ như lúc này

#SH300i nhập Ý date 2017

Biển số thành phố chính chủ

Máy móc êm ái Full Pxl Ecu Ate V4 3x Hp

Hỗ trợ anh em về zin không thêm phí

Đồ chơi cơ bản:
Phuộc Ohlins 818 chính hãng
Cặp đĩa Braking chính hãng
Cùm Domino xịn
Nồi sau Malossi 
Set pô cổ titan, móc theo bài

Dá chỉ 12x (lấy phuộc thêm dùm em 13đ)

Bảo hành cục máy cho anh em an tâm sử dụng
Bao quay đầu cho anh em trãi nghiệm
Hỗ trợ góp trực tiếp với shop 50-60% nhận xe
Hỗ trợ góp qua ngân hàng, quẹt thẻ tín dụng

📞 ***
Đc: 293 Vườn Lài, Tân Phú
#368Moto #SH125i #SH150i #sh350",Honda,SH,2017.0,999,Đã sử dụng,Tay ga,Trên 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123773882.htm,4.948759890378168,11,114,1,3,3,1,1,1,2,0.477814599111613,3.7438445079612372,3.229081669233864
50,AB 2017 màu hot đẹp,12.0,20.71,24.32,"Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",Mình trải nghiệm xong chia lại cho ai đam mê xe ab đời 2017.Xe màu xám tím ca may đẹp máy êm đã thay nhớt đầy đủ.Xe bán 12 triệu(giá này đọc kỹ giúp rồi dt cho mình)Mình chỉ bán cho người sử dụng anh em mua bán xe xin bỏ qua.,Honda,Air Blade,2017.0,56688,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123714979.htm,2.5649493574615367,11,8,1,0,7,0,0,0,0,0.7572318072401595,-0.20256989317181665,-0.6444409010451361
51,Yamaha Fino 125 Sporty chính chủ,25.99,20.0,23.47,"Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh","Xe Yamaha Mio Fino 125 nhập Indo chính chủ odo 4.900km. Xem xe tại 183/10 Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, TPHCM.
Xem xe liên hệ *** gặp Minh.",Yamaha,Mio,2022.0,4900,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123763871.htm,3.2954664270299134,33,88,1,0,2,0,0,0,0,0.7028666982794475,0.5786986887534233,-1.0492415907291899
52,Bán xe cb500x,120.0,13.7,16.08,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh","Honda cb500x 2020 

- xe dàn ngoài đẹp keng, ốc tán zin keng , đồ zin theo xe 

Xe lên đồ chơi: đồ zin còn pô zin và phuộc zin

+ trợ lực YSS
+ phuộc sau YSS
+ chống đổ khung 
+ Thùng nhôm sau 
+ Baga sau 
+ Cặp đèn trợ sáng 
+ cặp đèn ( trong hình k có)
+ Kinh gió
+ Lọc gió K&N

- xe máy móc bảo dưỡng đầy đủ , chuẩn zin, mạnh êm 
- vừa bảo dưỡng thay nhớt và thay nước mát

- xe bs tỉnh Tp Bà rịa , sang tên thuế 1% , chinh chủ ủy quyền hay mua bán sang tên nhanh chóng

Giá : 120 triệu",Honda,Dòng khác,2020.0,2,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123761630.htm,4.795790545596741,11,39,0,3,2,1,1,1,2,0.46444117526041556,3.5814324457712976,2.864213580728346
53,Vario 150 đen nhám,32.0,30.13,35.37,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","nợ nần bán xe m đang đứng uỷ quyền mua bán sang tên hợp lệ 
xe về đổ xăng là chạy",Honda,Vario,2019.0,27000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123752934.htm,3.4965075614664802,11,142,1,0,4,0,0,0,0,0.7370767706322104,0.41020558082975783,-0.7292729605750286
54,cần bán,36.0,28.66,33.64,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","sửa dụng 2 tháng
trầy vài vết nhẹ
xe còn mới",Honda,MSX 125,2023.0,3263,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123733694.htm,3.6109179126442243,11,83,1,0,6,0,0,0,0,0.6697581814937483,0.8434119662377718,-1.0596345994344416
55,ab 125 2021,40.0,37.85,44.43,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh","dky lan đầu 2024 odo chưa đến 1000km ạ, xem xe trực tiếp tại 19a Cống Quỳnh lh em : ***",Honda,Air Blade,2024.0,1000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123728974.htm,3.713572066704308,11,8,1,0,6,0,0,0,0,0.6422390107191578,0.9966912937195654,-1.1127651991924352
56,xe wave rsx 2011,6.8,6.58,7.72,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",Mua xe mới nên dư xe wave nhà đi. Mới thay nhớt bố thắng cổ pô. Viết giấy bao tranh chấp giao cà vẹt,Honda,Wave,2011.0,23015,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123715853.htm,2.0541237336955462,11,150,2,0,6,2,2,0,0,0.7472820565261901,-0.6176851716349113,-0.3110310142664494
57,Xe chính chủ,8.5,6.68,7.84,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",Nhà dư xe nên cần thanh lý sang tên liền tay . Xem xe tại quận 1 tphcm,Honda,Lead,2010.0,92000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123704401.htm,2.2512917986064953,11,76,1,0,6,2,2,0,0,0.7010749448215284,-0.8748899734480535,-0.057369391560677205
59,Air Blade zin,12.9,12.59,14.78,"Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh","Xe zin nguyên bản căng đét. Biển SG
Máy zin qúa chất chạy im ru như xe điện
Xe Cầm tl 9chủ kí khó bao tranh chấp …",Honda,Air Blade,2010.0,9999,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123592938.htm,2.631888840136646,11,8,1,0,2,2,2,0,0,0.7442177707821893,-0.5319305460827882,-0.2255915089154983
60,wave alpha 2024,17.0,12.56,14.75,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh",cần bán wave alpha 2024 kiểng nhẹ bstp 9c mới đi được 8000km giá 17tr500k,Hãng khác,Dòng khác,2024.0,8000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123677839.htm,2.8903717578961645,13,39,2,1,6,0,0,1,0,0.5268359512903507,0.9918997903249933,-0.2101530723707989
61,shvn2019 150 ABS,72.0,62.76,73.68,"Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh","Như tiêu đề mình cần bán nhanh . chính chủ , bstp dễ nhìn 35036 . vừa dán decal đổi màu xám lampo . dàn chân sơn sporty mới đẹp . máy móc êm ru bảo dưỡng định kỳ . .. cảm ơn chotot duyệt tin",Honda,SH,2019.0,35000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123675840.htm,4.290459441148391,11,114,1,0,6,0,0,0,0,0.5822772020594009,1.139710815308203,-0.43555431066804934
63,Honda Airblade 4Val 2023,39.0,36.71,43.1,"Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh","Hi mọi người,
Do mình muốn đổi lên xe to xác hơn (do mình to con, đi xe AB nhỏ này thấy không thoải mái). Nên cần bán chiếc xe này:
- Xe mình mua mới tại head Phát Tiến CMT8 vào T7/2023
- BSTP Q10, chính chủ mình đứng tên. Sang tên, ủy quyền đều được.
- Odoo: tầm 11 ngàn km, có tăng hằng ngày do là xe đi làm. 
- Tình trạng xe có dán full keo, có trầy do mình gửi trong bãi xe khá hẹp. Về lột ra dán lại hết là như mới. 
- Bảo dưỡng: tầm 1500km - 2000km là mình mang vô hãng thay nhớt máy, nhớt láp. Vừa thay luôn lọc gió và bugi, bảo dưỡng đầy đủ và đúng theo lịch.
- Phần khác: mình có lên thêm 1 số món để xe đi thoải mái & an toàn hơn hơn. Đã thay cặp lốp pirelli rosso sport (vừa đi gần 1000km), Gù SH150i, Cụm thắng RCB, Mão AB160, lốt cốp 3D, cảm biến bật tắt đèn xe tự động. Đồ zin còn đủ hết. 
- Nay muốn bán hoặc giao lưu PCX125/150 bù trừ hợp lý. 
Mọi thông tin mình đã ghi đủ, mọi người cần thêm thông tin gì thì cứ sms/zalo mình nhé. Cảm ơn cả nhà.",Honda,Air Blade,2023.0,11000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123671370.htm,3.6888794541139363,11,8,1,0,6,0,0,0,0,0.6646360801706913,0.8755021979161625,-1.020337678442123
65,Xe tay ga Janus màu xanh đen 125cc 2024 mới 95%,26.0,19.35,22.71,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh","- xe chưa hư hỏng bao giờ
- mua tại hãng tháng 7/2024
- xem xe liên hệ em nhé ạ",Yamaha,Janus,2024.0,2400,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123611796.htm,3.295836866004329,33,68,1,0,7,0,0,0,0,0.6668065692082533,0.7280514203446318,-1.2054047967948032
66,--- Cúp Nhật 81 đèn tròn 50 Cc mới keng,9.2,7.2,8.45,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","--- Nhà ít dùng e giao lưu con cúp Nhật 81 / 50 Cc cực đẹp..biển số đẹp Số lùi như tiến tiền như núi.. 
---Xe tâm huyết nhà e Cúp Nhật 81 đời cao chót vót máy cực chất miễn bàn luôn thì thầm mùa xuân bao Ae êm ru ru.. 
--- Xe giấy tờ đầy đủ 50 Cc đi ko cần bằng lái.. 
--- Lưu Ý giá tốt nên ko bớt.. Ae mua dc hả gọi ..khỏi mất thời gian.. 
-- Cảm ơn miễn trả lời tin nhắn 
.",Honda,Cub,1998.0,12000,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123397456.htm,2.322387720290225,11,30,2,2,2,2,2,1,0,0.28860134133261933,-0.5526489257213801,2.741837694648167
68,Cần bán xe Sirius,7.3,6.12,7.18,"Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",Mình có chiếc xe cũ cần bán. Xe biển tỉnh 86 xe chính chủ mẹ mình đứng tên ai cần liên hệ nhé giá bán còn bớt lọc,Yamaha,Sirius,2010.0,40000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123652902.htm,2.1162555148025524,33,124,2,0,6,2,2,0,0,0.733197841438187,-0.7327077452264416,-0.19141463910938109
69,Wave rsx 110,16.555555,14.27,16.76,"Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",Xe còn rất mới ko cấn ko trầy xước thắng đùm chính chủ biển số sài gòn,Honda,Wave,2023.0,5062,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123639629.htm,2.865370424045177,11,150,2,0,6,0,0,0,0,0.6905500618844242,0.47076204620031625,-1.1886526148936494
70,bán xe Có cà vẹt chính chủ .,3.0,2.7,3.17,"Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh","Xe chạy bình thường , không hỏng
Hóc , xe cũ . Ưng ý thì liên hệ Sđt: *** (nhắn tin trực tiếp qua chợ tốt )",SYM,Attila,2007.0,10000,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123627513.htm,1.3862943611198906,23,10,1,1,6,2,2,1,0,0.5876715850739888,-0.4791784304039354,0.9752147802580992
71,cần bán xe,28.0,10.63,12.48,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",Mọi thông tin thắc mắc xin vui lòng liên hệ giao xe tận tay nếu cần giấy tờ đầy đủ,Hãng khác,Dòng khác,2022.0,30,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123619169.htm,3.367295829986474,13,39,0,1,6,0,0,1,0,0.5342163537052125,1.0835107220116813,-0.003803802025486932
